Features Used,Equation,Train R-squared,Train MRE,Train RMSRE,Test R-squared,Test MRE,Test RMSRE,Equation Components,Model Score
Feature(s): 6 8,(0.00046625628182556297*x_2**2 + 0.040602161436223743*x_2 + 1.7514798217244315)/(0.00011644140573450088*x_2**2 + 0.26112419255762562*x_2 - 1.1394220024167172),0.004299862,1.565418188,1.214362554,-0.022459847,1.201164083,1.074685439,11,-11.90799926
Feature(s): 2 3 5 6 7 8,(0.00041379090418851527*x_6**2 + 0.043373590246805905*x_6 + 1.9935151897002828)/(0.00010567842264119267*x_6**2 + 0.23901785908073666*x_6 - 1.0148945236036302),0.004135073,1.522809977,1.214463038,-0.022332484,1.166626302,1.074618503,11,-11.90987056
Feature(s): 3 5 8,(0.00052915660975133994*x_3**2 + 0.050326449623138549*x_3 + 1.9886330628305637)/(0.00013271954418320669*x_3**2 + 0.30144539287761205*x_3 - 0.99523536977362565),0.004325879,1.556089923,1.214346688,-0.022544041,1.193805081,1.074729686,11,-11.9109081
Feature(s): 4 5 6 8,(0.00083255673182816457*x_4**2 + 0.13421962784143485*x_4 + 5.9702260516022451)/(0.00021027059009991968*x_4**2 + 0.49998258316548901*x_4 + 0.30528337199560764),0.004316505,1.541429252,1.214352405,-0.022551123,1.183826265,1.074733407,11,-11.91173089
Feature(s): 1 3 4 6 7 8,(0.00051815460893057861*x_6**2 + 0.044866161632501348*x_6 + 1.8001049863322179)/(0.0001284532183025524*x_6**2 + 0.28489958204886391*x_6 - 1.0971236098955021),0.004191206,1.581057184,1.214428811,-0.022452342,1.213792674,1.074681495,11,-11.91305681
Feature(s): 8,(0.00045767152201855917*x_1**2 + 0.048688513382144087*x_1 + 2.1137846596800116)/(0.00011533707892832126*x_1**2 + 0.26503594099952264*x_1 - 0.95449790663921586),0.004319474,1.546299558,1.214350594,-0.022583835,1.186216283,1.074750598,11,-11.91321805
Feature(s): 1 2 4 5 6 8,(0.00043557650761537173*x_6**2 + 0.044466991396292589*x_6 + 1.9777991276278613)/(0.00010902025901246623*x_6**2 + 0.24919457306456212*x_6 - 1.0072200979062885),0.004324647,1.559835589,1.21434744,-0.02260405,1.197190726,1.074761221,11,-11.91397013
Feature(s): 2 4 5 6 8,(0.00037874621556724452*x_5**2 + 0.037148157383417858*x_5 + 1.8017144845077155)/(9.6565146135572509e-5*x_5**2 + 0.21902064691342136*x_5 - 1.0757620209251101),0.004165879,1.525249492,1.214444254,-0.022467211,1.168535115,1.074689309,11,-11.91506661
Feature(s): 2 4 6 8,(0.0011348040997838944*x_4**2 + 0.14147547600481908*x_4 + 4.8490426954086378)/(0.00028482632882395181*x_4**2 + 0.66340563136691233*x_4 + 0.12940368909902589),0.004337374,1.553552961,1.214339679,-0.022667264,1.192596561,1.07479444,11,-11.91649452
Feature(s): 2 5 7 8,(0.00056190026869557428*x_4**2 + 0.062958811187778028*x_4 + 2.5182103382641218)/(0.00014190406385421377*x_4**2 + 0.32835665197110969*x_4 - 0.81435759312477949),0.004305112,1.541766963,1.214359352,-0.022654145,1.182640638,1.074787545,11,-11.91745164
Feature(s): 2 3 4 8,(0.00074237438869169085*x_4**2 + 0.061010131706467576*x_4 + 1.9551288962880284)/(0.00018643904228267237*x_4**2 + 0.42269706001837713*x_4 - 0.99494536780837872),0.004324003,1.552962351,1.214347832,-0.022688407,1.190798123,1.07480555,11,-11.91822022
Feature(s): 1 7 8,(0.00072583211467770784*x_3**2 + 0.097746132162133496*x_3 + 3.8666089390568647)/(0.00018270861838153948*x_3**2 + 0.43002776161994781*x_3 - 0.26596304384103835),0.004333531,1.547350702,1.214342022,-0.022718917,1.187932838,1.074821582,11,-11.91926933
Feature(s): 3 4 6 7 8,(0.00050477010513332591*x_5**2 + 0.055162194562073991*x_5 + 2.2880119637715789)/(0.0001262073708390846*x_5**2 + 0.29110787469608913*x_5 - 0.87904431490718227),0.004325396,1.561208391,1.214346983,-0.022718695,1.198548451,1.074821465,11,-11.91966492
Feature(s): 3 7 8,(0.00073462784742750658*x_3**2 + 0.10416546358618552*x_3 + 4.2922794111868028)/(0.00018409787141898502*x_3**2 + 0.43605592887520066*x_3 - 0.16139323118533367),0.004345546,1.555622692,1.214334695,-0.022800263,1.194990684,1.074864326,11,-11.92273585
Feature(s): 3 4 8,(0.00015313638125550429*x_3**2 + 0.4734998716240713*x_3 + 0.24280980702035058)/(3.7627526669081901e-5*x_3**2 + 0.25819984050516863*x_3 - 0.27974297352016172),0.004763548,1.554290374,1.214079764,-0.023237595,1.232205544,1.075094099,11,-11.92370237
Feature(s): 3 5 6 7 8,(0.000489607828314943*x_5**2 + 0.051965007157737934*x_5 + 2.1773833939549296)/(0.00012183999366112143*x_5**2 + 0.28008225410663091*x_5 - 0.90503796492587428),0.004285113,1.570586556,1.214371548,-0.0227985,1.20612461,1.0748634,11,-11.92566936
Feature(s): 3 6 8,(0.00048364685841741937*x_3**2 + 0.0387531489866464*x_3 + 1.627788176527345)/(0.00012478379599429376*x_3**2 + 0.27569323470949515*x_3 - 1.1679007751015168),0.003848339,1.50493347,1.214637863,-0.022441163,1.15124738,1.07467562,11,-11.92964124
Feature(s): 2 4 5 8,(0.00050229763771419138*x_4**2 + 0.057985743781476643*x_4 + 2.4529886566137968)/(0.00012667129436167003*x_4**2 + 0.29765968810214193*x_4 - 0.82434695073575352),0.004317392,1.542858555,1.214351864,-0.022946987,1.183827594,1.07494142,11,-11.93147975
Feature(s): 1 3 5 8,(0.00095926213267372628*x_4**2 + 0.11129028516576003*x_4 + 3.6932663146670686)/(0.00024034920405229651*x_4**2 + 0.56437876735716888*x_4 - 0.23480254084731271),0.004339885,1.555371204,1.214338147,-0.022991916,1.19397559,1.074965026,11,-11.93260156
Feature(s): 1 3 4 6 8,(0.00045939264687785401*x_5**2 + 0.046798146119081466*x_5 + 2.0227546800919064)/(0.00011476296071339346*x_5**2 + 0.26651612133739294*x_5 - 1.0020044191073945),0.004326118,1.561590195,1.214346542,-0.022985998,1.198779148,1.074961917,11,-11.93299399
Feature(s): 1 2 6 7 8,(0.00031164142617869734*x_5**2 + 0.032190179985503421*x_5 + 1.7496072605305673)/(7.9933685987241475e-5*x_5**2 + 0.18347873782131522*x_5 - 1.0923646369691165),0.004011814,1.513009867,1.214538194,-0.022770209,1.158829213,1.074848534,11,-11.93791976
Feature(s): 1 2 4 6 8,(0.00049770328022408518*x_5**2 + 0.044853798863705467*x_5 + 1.8423921440440506)/(0.00012325602096045219*x_5**2 + 0.28096326089155975*x_5 - 1.068702177082374),0.004208833,1.580046219,1.214418062,-0.023004072,1.213353791,1.074971413,11,-11.93976194
Feature(s): 1 5 6 8,(0.00054301229300113351*x_4**2 + 0.06723404466097297*x_4 + 2.8239349104130089)/(0.00013713931217267114*x_4**2 + 0.32626394346104027*x_4 - 0.70121455053706321),0.004304745,1.539101201,1.214359576,-0.023102384,1.18105366,1.075023064,11,-11.93988192
Feature(s): 1 2 3 5 6 8,(0.00047284673717736453*x_6**2 + 0.051833497950995842*x_6 + 2.2381980069728805)/(0.00011930530462554667*x_6**2 + 0.28169045989621889*x_6 - 0.93064042871284029),0.004310641,1.540948787,1.214355981,-0.023136384,1.182183945,1.075040927,11,-11.94128714
Feature(s): 2 4 6 7 8,(0.00048599400491535058*x_5**2 + 0.05312738396088614*x_5 + 2.2604454328598655)/(0.00011992088476667934*x_5**2 + 0.27467388383062351*x_5 - 0.91927601134836503),0.004130606,1.587842142,1.214465762,-0.02297242,1.220284106,1.074954783,11,-11.9420907
Feature(s): 1 3 5 6 7 8,(0.00053114790424761797*x_6**2 + 0.06899475277870923*x_6 + 2.9913597078021529)/(0.00013496898868835798*x_6**2 + 0.32271588090258054*x_6 - 0.67447064200978183),0.004215632,1.527290016,1.214413917,-0.02316182,1.171469904,1.07505429,11,-11.94730943
Feature(s): 1 2 4 8,(0.00045381704987020418*x_4**2 + 0.044540392430941138*x_4 + 1.9193895208232447)/(0.00011353045656387802*x_4**2 + 0.26715930017643428*x_4 - 1.0168047208269765),0.00433808,1.557019465,1.214339248,-0.023302994,1.195083793,1.075128454,11,-11.94824567
Feature(s): 1 4 6 7 8,(0.00040846538726665267*x_5**2 + 0.037806576202191349*x_5 + 1.7435198042110635)/(0.00010270872663777121*x_5**2 + 0.24156215720080518*x_5 - 1.09653627500759),0.004330047,1.546902915,1.214344147,-0.023310227,1.186665901,1.075132254,11,-11.94900902
Feature(s): 3 4 5 7 8,(0.00053311430732568154*x_5**2 + 0.06414970210659244*x_5 + 2.6133037959047616)/(0.00013528983773149204*x_5**2 + 0.32345911861938554*x_5 - 0.6594907146927677),0.004233668,1.529190906,1.214402918,-0.023291799,1.172785766,1.075122574,11,-11.95290654
Feature(s): 1 4 5 6 8,(0.00033456868460528017*x_5**2 + 0.034345408113855689*x_5 + 1.7801554735072414)/(8.612061990617184e-5*x_5**2 + 0.19831457733607299*x_5 - 1.0788840005428425),0.003895852,1.505974446,1.214608895,-0.022957757,1.153143358,1.074947078,11,-11.95309524
Feature(s): 2 4 7 8,(0.00045774025908182325*x_4**2 + 0.040201207909219826*x_4 + 1.7423451876695833)/(0.00011263579074927482*x_4**2 + 0.25473473312810651*x_4 - 1.094217594229293),0.004050242,1.593494804,1.214514763,-0.023141213,1.224254492,1.075043464,11,-11.95454854
Feature(s): 1 3 6 8,(0.00044765315316221609*x_4**2 + 0.040635438127222317*x_4 + 1.7615645123114886)/(0.00011261697817492066*x_4**2 + 0.26619996131951983*x_4 - 1.0863320389394248),0.00432657,1.545247071,1.214346267,-0.023449085,1.185287626,1.075205197,11,-11.95612571
Feature(s): 4 5 6 7 8,(0.00045005357988692464*x_5**2 + 0.04057105169638375*x_5 + 1.7561240391738009)/(0.00011551888545026859*x_5**2 + 0.26634718119958202*x_5 - 1.0658316495661862),0.003973078,1.510311885,1.214561811,-0.023108594,1.156196387,1.075026327,11,-11.95677579
Feature(s): 4 5 8,(0.00046280129836618127*x_3**2 + 0.038486096317346129*x_3 + 1.6597082629099171)/(0.00011692064485878279*x_3**2 + 0.27519302793540519*x_3 - 1.1948768221842353),0.004287329,1.537247868,1.214370196,-0.023457229,1.178440475,1.075209475,11,-11.958495
Feature(s): 3 5 7 8,(0.00042791193963305239*x_4**2 + 0.039316313127627727*x_4 + 1.7735244336693686)/(0.00010917758292377393*x_4**2 + 0.2565618332679211*x_4 - 1.1196953249044942),0.004117846,1.519421073,1.214473543,-0.023383985,1.163870926,1.075171,11,-11.96330698
Feature(s): 5 6 7 8,(0.00039876768861145282*x_4**2 + 0.04054456779482985*x_4 + 1.9039008032861688)/(0.00010259127226476755*x_4**2 + 0.23869417046029569*x_4 - 1.0587646827013315),0.003898226,1.505699428,1.214607448,-0.023203964,1.15291546,1.075076431,11,-11.96528693
Feature(s): 1 2 3 4 8,(0.00076346709202418922*x_5**2 + 0.12416861523961583*x_5 + 5.6227554913196241)/(0.0001920094747554623*x_5**2 + 0.4810928247754865*x_5 + 0.17830945199962455),0.004345142,1.543093951,1.214334941,-0.023736848,1.18583423,1.075356344,11,-11.9695853
Feature(s): 1 2 3 8,(0.00056610545824357244*x_4**2 + 0.073775443696170028*x_4 + 3.1212363983230674)/(0.00014026025198684144*x_4**2 + 0.3394206713217308*x_4 - 0.60327162708151001),0.004275177,1.574357834,1.214377607,-0.023690205,1.210368736,1.075331846,11,-11.9707514
Feature(s): 2 3 5 8,(0.00046065650063217255*x_4**2 + 0.03894157599918673*x_4 + 1.6842027895673748)/(0.00011614040516460834*x_4**2 + 0.27822567019724484*x_4 - 1.1852533521207867),0.004303857,1.539111858,1.214360117,-0.023835201,1.180226688,1.075407999,11,-11.97656718
Feature(s): 1 2 3 4 5 8,(0.0004814780885927689*x_6**2 + 0.051151836431554707*x_6 + 2.0872460106113426)/(0.00012175123800903494*x_6**2 + 0.29541758834211288*x_6 - 0.86408863697189385),0.004272918,1.533273546,1.214378984,-0.023814114,1.176028268,1.075396924,11,-11.97705981
Feature(s): 2 3 6 8,(0.00041215804757050328*x_4**2 + 0.040890309708253306*x_4 + 1.8038518557058256)/(0.00010394386115552781*x_4**2 + 0.25355162561319744*x_4 - 0.91350267775433648),0.004300512,1.537260904,1.214362157,-0.02403056,1.179270918,1.075510594,11,-11.98650243
Feature(s): 2 3 4 5 6 7 8,(0.00045844783150163031*x_7**2 + 0.055119583478513604*x_7 + 2.4639043202341001)/(0.00011504963750694752*x_7**2 + 0.28715139395872235*x_7 - 0.8650438787526049),0.004343959,1.545105327,1.214335663,-0.024265222,1.186540979,1.075633816,11,-11.99606317
Feature(s): 1 4 5 7 8,(0.00039424960079507307*x_5**2 + 0.037986858866016235*x_5 + 1.7792672502168313)/(9.8277115997474144e-5*x_5**2 + 0.24068009708901259*x_5 - 1.0798378250257983),0.004341736,1.558892089,1.214337019,-0.024270234,1.197119994,1.075636448,11,-11.9964249
Feature(s): 1 6 8,(0.00045001503041283794*x_3**2 + 0.043171166191050808*x_3 + 1.8537428379549257)/(0.00011268751291355997*x_3**2 + 0.27683768123496279*x_3 - 1.0364242492101384),0.004345654,1.54973872,1.214334629,-0.024281068,1.189576369,1.075642136,11,-11.99677072
Feature(s): 5 7 8,(0.00029103511252003958*x_3**2 + 0.18686584410452198*x_3 + 1.4369849621449769)/(7.2759611239839266e-5*x_3**2 + 0.2431380965484098*x_3 - 1.0170089930770582),0.004476919,1.542583835,1.214254579,-0.024476477,1.197134964,1.075744735,11,-11.99997793
Feature(s): 1 3 4 5 6 7 8,(0.00088078434136952683*x_7**2 + 0.11070572597655706*x_7 + 4.0103063162910184)/(0.00022329382461523727*x_7**2 + 0.55859004329506339*x_7 - 0.28774661858122868),0.004219114,1.525892312,1.214411793,-0.024268478,1.170630523,1.075635526,11,-12.00246822
Feature(s): 3 4 5 8,(0.0002550898309892661*x_4**2 + 0.16975503203843845*x_4 + 1.445577444532751)/(6.4309196617421248e-5*x_4**2 + 0.21701215382092028*x_4 - 0.9883208650988202),0.004371942,1.526561539,1.214318598,-0.02444986,1.184253633,1.075730761,11,-12.00389588
Feature(s): 4 6 7 9,#NAME?,-8.01E-08,1.576254393,1.216981848,-0.000117805,1.256583959,1.062878968,12,-12.00589428
Feature(s): 4 9,8.35566279844424e-5*x_1 + 0.00015496547*(0.057026956*x_1 + 0.07125817*x_2)*(-0.042382505*x_1 + 0.07114514*x_2 + 0.02922844) + 3.74761152071047,-1.02E-08,1.575820913,1.216981805,-0.000122324,1.25623393,1.062881369,12,-12.00611673
Feature(s): 4 5 6 9,#NAME?,-3.83E-08,1.575115607,1.216981823,-0.000129859,1.255664405,1.062885373,12,-12.00649487
Feature(s): 1 4 6 8,(0.00062977258701643012*x_4**2 + 0.090522129298316671*x_4 + 3.9103385694458652)/(0.00015800609707670933*x_4**2 + 0.40510044477135606*x_4 - 0.35976671869550395),0.004347625,1.543610231,1.214333427,-0.024556262,1.186121278,1.075786623,11,-12.01043184
Feature(s): 5 6 8,(0.00035101111794525736*x_3**2 + 0.034485176980898959*x_3 + 1.7407304410751929)/(8.8655697398212529e-5*x_3**2 + 0.2204548952778936*x_3 - 1.1177283191849476),0.004269572,1.532041824,1.214381025,-0.024482408,1.175251158,1.075747849,11,-12.01064183
Feature(s): 1 5 8,(0.00040735219154330192*x_3**2 + 0.045844914414600256*x_3 + 2.1338070517555033)/(0.00010197293778025588*x_3**2 + 0.2564495299460535*x_3 - 0.97955337329152204),0.004350626,1.548448057,1.214331597,-0.024570563,1.18924846,1.075794131,11,-12.01099683
Feature(s): 7 8,(0.0004172823018745588*x_2**2 + 0.037448468592334965*x_2 + 1.703671171686725)/(0.00010636392690245493*x_2**2 + 0.26226981447037899*x_2 - 1.1353406914321299),0.004083951,1.515343811,1.21449421,-0.024525207,1.161017709,1.075770319,11,-12.02206278
Feature(s): 1 3 7 8,(0.00041156330212692924*x_4**2 + 0.046445831174356036*x_4 + 2.1506867248957795)/(0.00010468341430462465*x_4**2 + 0.26332917069905817*x_4 - 0.95894237094938419),0.004132506,1.518280986,1.214464603,-0.024615175,1.164256208,1.075817552,11,-12.02413342
Feature(s): 1 5 7 8,(0.00040680281179412962*x_4**2 + 0.049442861785342215*x_4 + 2.2769356100255309)/(0.00010136707299646531*x_4**2 + 0.25876846770678962*x_4 - 0.82821622003826607),0.004354848,1.555963448,1.214329022,-0.024853289,1.195823683,1.075942551,11,-12.02492202
Feature(s): 9,9.89151923390738e-7*x_1**2 - 0.031426802*sin(0.017516*x_1 - 0.13529854) + 2.2193637e-5*cos(0.05243546*x_1) + 3.747723,-0.000429477,1.577667775,1.217243104,-0.000344752,1.255464159,1.062999555,12,-12.03871148
Feature(s): 1 2 3 5 6 7 8,(0.00036787840134435772*x_7**2 + 0.03685103841810954*x_7 + 1.808501334115753)/(9.2740207289109713e-5*x_7**2 + 0.23701060268767518*x_7 - 1.1002369127058492),0.00427572,1.532322739,1.214377275,-0.025093311,1.175879801,1.076068538,11,-12.04087952
Feature(s): 5 8,(0.00045187955681874469*x_2**2 + 0.055162648495995702*x_2 + 2.4444479156800554)/(0.00011387755813898292*x_2**2 + 0.29533047895658512*x_2 - 0.82719913572380362),0.004282965,1.532430388,1.214372857,-0.025125865,1.176593168,1.076085624,11,-12.04214498
Feature(s): 1 8,(0.00047040747983740655*x_2**2 + 0.040162574579105753*x_2 + 1.6875784311267877)/(0.00012208784923189935*x_2**2 + 0.29092352421150251*x_2 - 1.1395862431326495),0.003482915,1.485768706,1.214860629,-0.024370703,1.136661629,1.0756892,11,-12.0443894
Feature(s): 1 2 3 5 8,(0.00043273680228574692*x_5**2 + 0.039231672206473891*x_5 + 1.7323993271172929)/(0.00010827363591988186*x_5**2 + 0.27658807845351506*x_5 - 1.1116617002644402),0.004338707,1.546068201,1.214338866,-0.025260419,1.186961903,1.076156243,11,-12.0460856
Feature(s): 1 2 4 5 8,(0.0004082920423129213*x_5**2 + 0.037416070464109353*x_5 + 1.7137090944613736)/(0.00010259927970586398*x_5**2 + 0.26266841535210318*x_5 - 1.1127175292682182),0.004306903,1.537632153,1.21435826,-0.02526673,1.180065531,1.076159555,11,-12.04799133
Feature(s): 1 3 4 8,(0.0004002665472136844*x_4**2 + 0.0447825397852555*x_4 + 2.0762060917246487)/(0.00010172946355887896*x_4**2 + 0.26233029098321036*x_4 - 0.96289173358069895),0.004116453,1.51661723,1.214474392,-0.025215496,1.163188958,1.076132666,11,-12.05495215
Feature(s): 2 8,(0.00039821852157673413*x_2**2 + 0.047678740119855061*x_2 + 2.2653692345601097)/(0.0001001172201326574*x_2**2 + 0.26553989776487077*x_2 - 0.94530404610615277),0.004292578,1.533899129,1.214366996,-0.025690718,1.178124747,1.076382049,11,-12.06990701
Feature(s): 1 5 6 7 8,(0.00042265829985722219*x_5**2 + 0.052795684890482651*x_5 + 2.4356704095489124)/(0.00010833358375668091*x_5**2 + 0.28980784958097941*x_5 - 0.83212143988098667),0.003794822,1.497046264,1.214670489,-0.026140907,1.147955697,1.076618242,11,-12.11730423
Feature(s): 1 2 3 4 5 6 8,(0.00059760659402323544*x_7**2 + 0.094931502485849006*x_7 + 4.3818466927440783)/(0.0001516035903482421*x_7**2 + 0.43811691607138919*x_7 - 0.16138245811316075),0.004002241,1.507992033,1.21454403,-0.027363472,1.158657215,1.077259404,11,-12.16806153
Feature(s): 2 3 8,(0.00029456262850870515*x_3**2 + 0.032756611609318787*x_3 + 1.7933481593163746)/(7.5947536624604095e-5*x_3**2 + 0.20731821431778458*x_3 - 1.0581149277260782),0.003469087,1.48284989,1.214869057,-0.027079184,1.136641338,1.077110346,11,-12.18050484
Feature(s): 1 2 3 4 7 8,(0.00039822937761614188*x_6**2 + 0.050433968306191636*x_6 + 2.3868700452233118)/(9.9700519944343223e-5*x_6**2 + 0.29324872459200406*x_6 - 0.86292104461380289),0.004220411,1.528394076,1.214411002,-0.028154972,1.175384352,1.077674294,11,-12.19672803
Feature(s): 1 6 7 8,#NAME?,0.329107783,0.950066772,0.996805579,0.24357228,0.737857394,0.924361719,41,-12.36599682
Feature(s): 2 4 8 9,(4.93386571109412*x_3 + 7.781926163547261*x_4 - 0.013879237409347562*(0.006355961184532775*x_3 - 0.04998510033792009*x_4 + 0.8153686157968584)*(1.020787107080532*x_1 + 1.538190762943029*x_2 + 0.014861981206103827*x_3 + 0.09026809500391945*x_4 - 0.3445157634840231) - 0.91945706095597261)/(1.4648846674478884*x_3 + 2.3104853248354836*x_4 + 4.1995608004293207),0.038951767,1.554722623,1.193044589,0.191410153,1.248269504,0.955701738,24,-12.481904
Feature(s): 1 3 4 5 6 8 9,(0.088508918467817483*x_6 + 0.00099689253162968041*x_7**2 + 0.37343357245468786*x_7 + 2.2479408269662935)/(0.20916471000710883*x_6 + 0.00021324917011569469*x_7**2 + 1.091597076915965*x_7 + 3.9708397654577152),0.022864551,1.471781615,1.202988478,0.019259579,1.27194812,1.05253191,15,-12.89379351
Feature(s): 8 9,3.05006236820062e-6*x_1**2 + 9.81428360859408e-7*x_1*x_2 - 7.56228475179107e-6*x_1 + 7.7798514053289e-8*x_2**2 - 9.58334060762901e-6*x_2 + 3.75004577857051,-3.83E-07,1.577052339,1.216982032,-0.000109709,1.257228289,1.062874666,13,-13.00550459
Feature(s): 4 6 9,#NAME?,-6.69E-08,1.576196446,1.21698184,-0.000118405,1.256537168,1.062879286,13,-13.00592358
Feature(s): 6 7 9,-2.02690221988273e-6*x_1**2 - 1.47047607176061e-6*x_1*x_2 - 0.00121898337189935*x_1 + 1.30667580686498e-6*x_2**2 + 0.00019868684785541*x_2 + 3.74787947834499,-2.48E-08,1.575955334,1.216981814,-0.000120914,1.256342473,1.06288062,13,-13.00604694
Feature(s): 1 4 9,0.0015442789619085*x_2 - 0.00018595414*(-0.035540104*x_2 + 0.04842778*x_3 + 0.04966144)*(0.02303986*x_2 - 0.048136707*x_3 + 0.09620161) + 3.7475457,-1.12E-08,1.575833348,1.216981806,-0.000122194,1.256243971,1.0628813,13,-13.00611025
Feature(s): 7 9,-1.97529788699435e-5*x_1**2 + 5.00002484424834e-5*x_1*x_2 - 1.0751183669891e-5*x_1 + 1.08395510993477e-5*x_2**2 + 1.56828190883768e-6*x_2 + 3.66687836745783,0.0040097,1.675893035,1.214539482,-0.012122237,1.359246129,1.069238818,13,-13.40562683
Feature(s): 2 4 5,(-0.1103992664435522*x_1 - 0.35539602097673243*x_2 + 0.42346057284545451*x_3 - 0.7059261901909057*(0.22044862900118*x_1 + 0.6695706237133611*x_2 + 0.28509756019273247)*(0.30804851557760826*x_1 + 0.08415098459122816*x_2 + 0.6675812032721419*x_3 + 0.22573187864578256) - 2.037890332997441*sin(1.9877613267619791*x_1 + 1.0933809799850995*x_2 - 0.04958280435440853*x_3 - 0.017125387923105025) - 0.14681504219799693*cos(0.7226803663521522*x_1 + 0.3647001616818378*x_2 - 1.1278974075635342*x_3 + 0.4347049737767484) - 0.0202652805719652)/(-0.02216386218213342*x_1 - 0.071349644637670028*x_2 + 0.085014349084582011*x_3 + 0.38234981664916695*(0.22044862900118*x_1 + 0.6695706237133611*x_2 + 0.28509756019273247)*(0.30804851557760826*x_1 + 0.08415098459122816*x_2 + 0.6675812032721419*x_3 + 0.22573187864578256) + 0.5264870170507305*sin(1.9877613267619791*x_1 + 1.0933809799850995*x_2 - 0.04958280435440853*x_3 - 0.017125387923105025) + 0.49718663491022824*cos(0.7226803663521522*x_1 + 0.3647001616818378*x_2 - 1.1278974075635342*x_3 + 0.4347049737767484) - 1.053207275850621),0.582944437,0.620176036,0.785924889,0.647757882,0.593844946,0.630781396,75,-13.46488408
